"Time","Status","Age","Transport","Independence_Level","Independence","Extraversion_Level","Extraversion","Selfcontrol_level","Selfcontrol","Anxiety_Level","Anxiety","Turnover","Industry_HighT_Group","PowerIndustry","Profession_Group","Risk_Group","Risk_Group2","RiskGroup_Profession_Industry","RiskGroup_Age_Anxiety"
"260",2.792607803,TRUE,">35","bus",4.8,"Independent",7.8,"Extraverted",1.8," NO Selfcontrol",8.7,"Anxious",1,"Banks","BCA","Others","Low Risk","Low Risk","Low Risk","Low Risk"
"261",13.01026694,TRUE,"<=35","bus",2.6,"No independent",3.8,"Introverted",8,"Selfcontrol",9.4,"Anxious",1,"etc","MOE","HR","High Risk","Medium Risk","Medium Risk","High Risk"
"262",88.90349076,FALSE,"<=35","bus",2.6,"No independent",4.6,"Introverted",7.2,"Selfcontrol",7.1,"Anxious",0,"others","MOE","HR","High Risk","Medium Risk","Medium Risk","High Risk"
"263",123.0718686,TRUE,"<=35","car",8.4,"Independent",3,"Introverted",3.3," NO Selfcontrol",7.9,"Anxious",1,"others","MOE","Others","High Risk","Medium Risk","Medium Risk","High Risk"
"264",59.99178645,FALSE,"<=35","car",4.8,"Independent",4.6,"Introverted",8,"Selfcontrol",4.8," NO Anxious",0,"others","MOE","Others","Low Risk","Medium Risk","Medium Risk","Low Risk"
"265",59.99178645,FALSE,"<=35","car",6.9,"Independent",6.2,"Extraverted",7.2,"Selfcontrol",4.8," NO Anxious",0,"others","MOE","Others","Low Risk","Medium Risk","Medium Risk","Low Risk"
"266",26.67761807,TRUE,"<=35","bus",8.4,"Independent",3,"Introverted",7.2,"Selfcontrol",6.3,"Anxious",1,"etc","MOE","HR","High Risk","Medium Risk","Medium Risk","High Risk"
"267",18.00410678,FALSE,">35","bus",6.9,"Independent",3,"Introverted",4.9," NO Selfcontrol",5.6," NO Anxious",0,"manufacture","MOE","HR","Low Risk","Medium Risk","Medium Risk","Low Risk"
"268",16.59137577,TRUE,"<=35","bus",6.2,"Independent",8.6,"Extraverted",2.6," NO Selfcontrol",5.6," NO Anxious",1,"IT","IT","Others","Low Risk","Medium Risk","Medium Risk","Low Risk"
"269",2.759753593,TRUE,">35","bus",8.4,"Independent",3.8,"Introverted",2.6," NO Selfcontrol",4.8," NO Anxious",1,"Banks","BCA","HR","Low Risk","Medium Risk","Medium Risk","Low Risk"
"270",23.68788501,TRUE,"<=35","bus",4.8,"Independent",3,"Introverted",7.2,"Selfcontrol",7.9,"Anxious",1,"manufacture","MOE","HR","High Risk","Medium Risk","Medium Risk","High Risk"
"271",23.68788501,TRUE,"<=35","bus",5.5,"Independent",3,"Introverted",5.7," NO Selfcontrol",7.1,"Anxious",1,"manufacture","MOE","HR","High Risk","Medium Risk","Medium Risk","High Risk"
"272",16.42710472,TRUE,"<=35","bus",5.5,"Independent",6.2,"Extraverted",3.3," NO Selfcontrol",6.3,"Anxious",1,"etc","MOE","Others","High Risk","Medium Risk","Medium Risk","High Risk"
"273",45.96303901,TRUE,">35","bus",5.5,"Independent",5.4,"Introverted",7.2,"Selfcontrol",4.8," NO Anxious",1,"others","MOE","Others","Low Risk","Medium Risk","Medium Risk","Low Risk"
"274",12.02464066,TRUE,"<=35","car",4.1,"Independent",5.4,"Introverted",4.9," NO Selfcontrol",6.3,"Anxious",1,"others","MOE","Others","High Risk","Medium Risk","Medium Risk","High Risk"
"275",73.65913758,TRUE,"<=35","bus",4.8,"Independent",4.6,"Introverted",5.7," NO Selfcontrol",8.7,"Anxious",1,"others","MOE","HR","High Risk","Medium Risk","Medium Risk","High Risk"
"276",2.759753593,FALSE,"<=35","bus",3.4,"No independent",7,"Extraverted",8,"Selfcontrol",7.9,"Anxious",0,"IT","IT","HR","High Risk","Medium Risk","Medium Risk","High Risk"
"277",26.94045175,TRUE,"<=35","bus",4.8,"Independent",5.4,"Introverted",4.9," NO Selfcontrol",4.8," NO Anxious",1,"others","MOE","HR","Low Risk","Medium Risk","Medium Risk","Low Risk"
"278",2.431211499,TRUE,"<=35","bus",3.4,"No independent",6.2,"Extraverted",4.9," NO Selfcontrol",7.9,"Anxious",1,"IT","IT","HR","High Risk","Medium Risk","Medium Risk","High Risk"
"279",68.27104723,TRUE,"<=35","foot",4.1,"Independent",7,"Extraverted",2.6," NO Selfcontrol",7.9,"Anxious",1,"etc","MOE","Others","High Risk","Medium Risk","Medium Risk","High Risk"
"280",68.27104723,TRUE,"<=35","foot",6.2,"Independent",7.8,"Extraverted",2.6," NO Selfcontrol",5.6," NO Anxious",1,"etc","MOE","Others","Low Risk","Medium Risk","Medium Risk","Low Risk"
"281",1.642710472,TRUE,">35","bus",7.6,"Independent",4.6,"Introverted",5.7," NO Selfcontrol",2.5," NO Anxious",1,"etc","MOE","HR","Low Risk","Medium Risk","Medium Risk","Low Risk"
"282",76.15605749,FALSE,"<=35","car",6.2,"Independent",7,"Extraverted",1.8," NO Selfcontrol",6.3,"Anxious",0,"others","MOE","HR","High Risk","Medium Risk","Medium Risk","High Risk"
"283",12.35318275,TRUE,">35","car",3.4,"No independent",6.2,"Extraverted",6.4,"Selfcontrol",6.3,"Anxious",1,"others","MOE","Others","Low Risk","Medium Risk","Medium Risk","Low Risk"
"284",58.21765914,FALSE,"<=35","bus",5.5,"Independent",8.6,"Extraverted",3.3," NO Selfcontrol",4.8," NO Anxious",0,"others","MOE","Others","Low Risk","Medium Risk","Medium Risk","Low Risk"
"285",32.49281314,TRUE,">35","car",6.2,"Independent",6.2,"Extraverted",5.7," NO Selfcontrol",4.8," NO Anxious",1,"others","MOE","HR","Low Risk","Medium Risk","Medium Risk","Low Risk"
"286",6.275154004,TRUE,"<=35","bus",6.2,"Independent",7.8,"Extraverted",4.9," NO Selfcontrol",4," NO Anxious",1,"others","MOE","Others","Low Risk","Medium Risk","Medium Risk","Low Risk"
"287",5.026694045,TRUE,"<=35","bus",6.2,"Independent",4.6,"Introverted",5.7," NO Selfcontrol",4," NO Anxious",1,"Banks","BCA","HR","Low Risk","Medium Risk","Medium Risk","Low Risk"
"288",5.026694045,TRUE,"<=35","bus",5.5,"Independent",4.6,"Introverted",6.4,"Selfcontrol",5.6," NO Anxious",1,"Banks","BCA","HR","Low Risk","Medium Risk","Medium Risk","Low Risk"
"289",22.66940452,FALSE,"<=35","bus",5.5,"Independent",5.4,"Introverted",4.9," NO Selfcontrol",5.6," NO Anxious",0,"etc","MOE","HR","Low Risk","Medium Risk","Medium Risk","Low Risk"
"290",27.36755647,FALSE,"<=35","bus",6.2,"Independent",9.4,"Extraverted",2.6," NO Selfcontrol",4," NO Anxious",0,"IT","IT","HR","Low Risk","Medium Risk","Medium Risk","Low Risk"
"291",27.36755647,FALSE,"<=35","bus",7.6,"Independent",6.2,"Extraverted",4.1," NO Selfcontrol",3.3," NO Anxious",0,"IT","IT","HR","Low Risk","Medium Risk","Medium Risk","Low Risk"
"292",150.1437372,TRUE,"<=35","car",3.4,"No independent",5.4,"Introverted",5.7," NO Selfcontrol",7.1,"Anxious",1,"others","MOE","HR","High Risk","Medium Risk","Medium Risk","High Risk"
"293",53.2238193,FALSE,"<=35","foot",5.5,"Independent",8.6,"Extraverted",2.6," NO Selfcontrol",4.8," NO Anxious",0,"Consult","BCA","HR","Low Risk","Medium Risk","Medium Risk","Low Risk"
"294",5.9137577,FALSE,"<=35","bus",6.2,"Independent",3.8,"Introverted",8,"Selfcontrol",4," NO Anxious",0,"others","MOE","HR","Low Risk","Medium Risk","Medium Risk","Low Risk"
"295",53.97946612,TRUE,"<=35","bus",6.9,"Independent",7.8,"Extraverted",2.6," NO Selfcontrol",6.3,"Anxious",1,"etc","MOE","IT","High Risk","Medium Risk","Medium Risk","High Risk"
"296",73.82340862,FALSE,"<=35","car",5.5,"Independent",10,"Extraverted",2.6," NO Selfcontrol",6.3,"Anxious",0,"others","MOE","Others","High Risk","Medium Risk","Medium Risk","High Risk"
"297",27.49897331,TRUE,"<=35","bus",1.9,"No independent",3.8,"Introverted",9.5,"Selfcontrol",7.1,"Anxious",1,"etc","MOE","HR","High Risk","Medium Risk","Medium Risk","High Risk"
"298",44.48459959,FALSE,"<=35","foot",2.6,"No independent",4.6,"Introverted",6.4,"Selfcontrol",9.4,"Anxious",0,"IT","IT","IT","High Risk","High Risk","High Risk","High Risk"
"299",54.01232033,TRUE,">35","bus",3.4,"No independent",10,"Extraverted",3.3," NO Selfcontrol",6.3,"Anxious",1,"IT","IT","IT","Low Risk","High Risk","High Risk","Low Risk"
"300",8.574948665,TRUE,">35","bus",4.1,"Independent",4.6,"Introverted",4.1," NO Selfcontrol",8.7,"Anxious",1,"others","MOE","HR","Low Risk","Medium Risk","Medium Risk","Low Risk"
"301",64.29568789,TRUE,">35","bus",5.5,"Independent",2.2,"Introverted",8.7,"Selfcontrol",7.1,"Anxious",1,"others","MOE","Others","Low Risk","Medium Risk","Medium Risk","Low Risk"
"302",27.23613963,FALSE,"<=35","bus",6.9,"Independent",7,"Extraverted",5.7," NO Selfcontrol",3.3," NO Anxious",0,"etc","MOE","Others","Low Risk","Medium Risk","Medium Risk","Low Risk"
"303",23.9835729,TRUE,"<=35","bus",6.9,"Independent",4.6,"Introverted",7.2,"Selfcontrol",3.3," NO Anxious",1,"others","MOE","Others","Low Risk","Medium Risk","Medium Risk","Low Risk"
"304",23.9835729,TRUE,"<=35","bus",6.9,"Independent",4.6,"Introverted",7.2,"Selfcontrol",2.5," NO Anxious",1,"others","MOE","Others","Low Risk","Medium Risk","Medium Risk","Low Risk"
"305",23.9835729,TRUE,"<=35","bus",6.9,"Independent",4.6,"Introverted",7.2,"Selfcontrol",3.3," NO Anxious",1,"others","MOE","Others","Low Risk","Medium Risk","Medium Risk","Low Risk"
"306",23.9835729,TRUE,"<=35","bus",6.9,"Independent",4.6,"Introverted",7.2,"Selfcontrol",2.5," NO Anxious",1,"others","MOE","Others","Low Risk","Medium Risk","Medium Risk","Low Risk"
"307",37.78234086,TRUE,"<=35","bus",2.6,"No independent",4.6,"Introverted",5.7," NO Selfcontrol",7.9,"Anxious",1,"others","MOE","HR","High Risk","Medium Risk","Medium Risk","High Risk"
"308",17.80698152,FALSE,"<=35","bus",9.1,"Independent",3.8,"Introverted",8.7,"Selfcontrol",4.8," NO Anxious",0,"others","MOE","Others","Low Risk","Medium Risk","Medium Risk","Low Risk"
"309",95.44147844,FALSE,"<=35","bus",3.4,"No independent",6.2,"Extraverted",6.4,"Selfcontrol",6.3,"Anxious",0,"others","MOE","HR","High Risk","Medium Risk","Medium Risk","High Risk"
"310",27.59753593,FALSE,"<=35","bus",6.2,"Independent",4.6,"Introverted",5.7," NO Selfcontrol",6.3,"Anxious",0,"others","MOE","HR","High Risk","Medium Risk","Medium Risk","High Risk"
"311",27.59753593,FALSE,"<=35","bus",4.1,"Independent",3.8,"Introverted",8.7,"Selfcontrol",7.9,"Anxious",0,"others","MOE","HR","High Risk","Medium Risk","Medium Risk","High Risk"
"312",72.41067762,FALSE,"<=35","bus",2.6,"No independent",6.2,"Extraverted",6.4,"Selfcontrol",5.6," NO Anxious",0,"others","MOE","Others","Low Risk","Medium Risk","Medium Risk","Low Risk"
"313",2.98973306,TRUE,">35","bus",8.4,"Independent",3,"Introverted",7.2,"Selfcontrol",7.1,"Anxious",1,"others","MOE","Others","Low Risk","Medium Risk","Medium Risk","Low Risk"
"314",11.53182752,FALSE,"<=35","bus",6.2,"Independent",5.4,"Introverted",6.4,"Selfcontrol",4," NO Anxious",0,"others","MOE","Others","Low Risk","Medium Risk","Medium Risk","Low Risk"
"315",11.53182752,FALSE,"<=35","bus",3.4,"No independent",3.8,"Introverted",8,"Selfcontrol",6.3,"Anxious",0,"others","MOE","Others","High Risk","Medium Risk","Medium Risk","High Risk"
"316",23.52361396,TRUE,">35","foot",4.1,"Independent",4.6,"Introverted",4.9," NO Selfcontrol",5.6," NO Anxious",1,"manufacture","MOE","Others","Low Risk","Medium Risk","Medium Risk","Low Risk"
"317",23.52361396,TRUE,">35","foot",4.8,"Independent",6.2,"Extraverted",5.7," NO Selfcontrol",4," NO Anxious",1,"manufacture","MOE","Others","Low Risk","Medium Risk","Medium Risk","Low Risk"
"318",40.04928131,FALSE,"<=35","car",6.2,"Independent",5.4,"Introverted",4.1," NO Selfcontrol",5.6," NO Anxious",0,"others","MOE","Others","Low Risk","Medium Risk","Medium Risk","Low Risk"
"319",54.04517454,TRUE,"<=35","foot",4.1,"Independent",5.4,"Introverted",4.9," NO Selfcontrol",8.7,"Anxious",1,"others","MOE","HR","High Risk","Medium Risk","Medium Risk","High Risk"
"320",20.92813142,TRUE,"<=35","bus",6.9,"Independent",3,"Introverted",5.7," NO Selfcontrol",7.9,"Anxious",1,"manufacture","MOE","Others","High Risk","Medium Risk","Medium Risk","High Risk"
"321",20.92813142,TRUE,"<=35","bus",6.9,"Independent",4.6,"Introverted",7.2,"Selfcontrol",4.8," NO Anxious",1,"manufacture","MOE","Others","Low Risk","Medium Risk","Medium Risk","Low Risk"
"322",11.99178645,TRUE,"<=35","bus",6.9,"Independent",6.2,"Extraverted",3.3," NO Selfcontrol",4.8," NO Anxious",1,"others","MOE","HR","Low Risk","Medium Risk","Medium Risk","Low Risk"
"323",44.97741273,TRUE,"<=35","car",4.8,"Independent",3,"Introverted",4.9," NO Selfcontrol",6.3,"Anxious",1,"Consult","BCA","HR","High Risk","Medium Risk","Medium Risk","High Risk"
"324",14.22587269,TRUE,"<=35","bus",6.9,"Independent",7,"Extraverted",6.4,"Selfcontrol",2.5," NO Anxious",1,"others","MOE","Others","Low Risk","Medium Risk","Medium Risk","Low Risk"
"325",58.94045175,FALSE,">35","bus",6.2,"Independent",3,"Introverted",8,"Selfcontrol",5.6," NO Anxious",0,"Consult","BCA","HR","Low Risk","Medium Risk","Medium Risk","Low Risk"
"326",61.73305955,TRUE,"<=35","car",6.9,"Independent",4.6,"Introverted",7.2,"Selfcontrol",3.3," NO Anxious",1,"others","MOE","Others","Low Risk","Medium Risk","Medium Risk","Low Risk"
"327",61.73305955,TRUE,"<=35","car",6.9,"Independent",4.6,"Introverted",7.2,"Selfcontrol",2.5," NO Anxious",1,"others","MOE","Others","Low Risk","Medium Risk","Medium Risk","Low Risk"
"328",140.9445585,FALSE,"<=35","foot",1.9,"No independent",3.8,"Introverted",8.7,"Selfcontrol",6.3,"Anxious",0,"others","MOE","HR","High Risk","Medium Risk","Medium Risk","High Risk"
"329",140.9445585,FALSE,"<=35","foot",2.6,"No independent",5.4,"Introverted",8,"Selfcontrol",7.1,"Anxious",0,"others","MOE","HR","High Risk","Medium Risk","Medium Risk","High Risk"
"330",6.176591376,TRUE,">35","bus",6.2,"Independent",6.2,"Extraverted",8,"Selfcontrol",2.5," NO Anxious",1,"others","MOE","HR","Low Risk","Medium Risk","Medium Risk","Low Risk"
"331",6.176591376,TRUE,">35","bus",6.2,"Independent",4.6,"Introverted",8,"Selfcontrol",4," NO Anxious",1,"others","MOE","HR","Low Risk","Medium Risk","Medium Risk","Low Risk"
"332",94.9486653,TRUE,"<=35","bus",7.6,"Independent",3.8,"Introverted",7.2,"Selfcontrol",7.9,"Anxious",1,"others","MOE","IT","High Risk","Medium Risk","Medium Risk","High Risk"
"333",70.17659138,FALSE,"<=35","bus",5.5,"Independent",4.6,"Introverted",7.2,"Selfcontrol",3.3," NO Anxious",0,"others","MOE","HR","Low Risk","Medium Risk","Medium Risk","Low Risk"
"334",70.17659138,FALSE,"<=35","bus",5.5,"Independent",4.6,"Introverted",7.2,"Selfcontrol",4.8," NO Anxious",0,"others","MOE","HR","Low Risk","Medium Risk","Medium Risk","Low Risk"
"335",57.23203285,TRUE,">35","bus",5.5,"Independent",3.8,"Introverted",6.4,"Selfcontrol",5.6," NO Anxious",1,"others","MOE","HR","Low Risk","Medium Risk","Medium Risk","Low Risk"
"336",45.73305955,FALSE,"<=35","car",6.2,"Independent",7.8,"Extraverted",6.4,"Selfcontrol",7.9,"Anxious",0,"others","MOE","HR","High Risk","Medium Risk","Medium Risk","High Risk"
"337",45.73305955,FALSE,"<=35","car",3.4,"No independent",3.8,"Introverted",5.7," NO Selfcontrol",8.7,"Anxious",0,"others","MOE","HR","High Risk","Medium Risk","Medium Risk","High Risk"
"338",29.01026694,TRUE,"<=35","foot",3.4,"No independent",9.4,"Extraverted",4.9," NO Selfcontrol",3.3," NO Anxious",1,"others","MOE","Others","Low Risk","Medium Risk","Medium Risk","Low Risk"
"339",11.99178645,TRUE,"<=35","bus",6.9,"Independent",6.2,"Extraverted",3.3," NO Selfcontrol",4.8," NO Anxious",1,"others","MOE","HR","Low Risk","Medium Risk","Medium Risk","Low Risk"
"340",27.36755647,FALSE,"<=35","car",5.5,"Independent",6.2,"Extraverted",4.9," NO Selfcontrol",5.6," NO Anxious",0,"Banks","BCA","IT","Low Risk","Medium Risk","Medium Risk","Low Risk"
"341",105.9219713,FALSE,"<=35","bus",3.4,"No independent",5.4,"Introverted",7.2,"Selfcontrol",6.3,"Anxious",0,"others","MOE","HR","High Risk","Medium Risk","Medium Risk","High Risk"
"342",3.449691992,TRUE,">35","car",5.5,"Independent",6.2,"Extraverted",4.9," NO Selfcontrol",4.8," NO Anxious",1,"others","MOE","HR","Low Risk","Medium Risk","Medium Risk","Low Risk"
"343",4.533880903,TRUE,"<=35","bus",9.8,"Independent",1.4,"Introverted",6.4,"Selfcontrol",3.3," NO Anxious",1,"etc","MOE","Others","Low Risk","Medium Risk","Medium Risk","Low Risk"
"344",35.77823409,TRUE,"<=35","bus",4.1,"Independent",7,"Extraverted",5.7," NO Selfcontrol",5.6," NO Anxious",1,"IT","IT","IT","Low Risk","High Risk","High Risk","Low Risk"
"345",40.31211499,FALSE,"<=35","foot",3.4,"No independent",6.2,"Extraverted",4.1," NO Selfcontrol",7.9,"Anxious",0,"manufacture","MOE","HR","High Risk","Medium Risk","Medium Risk","High Risk"
"346",40.31211499,FALSE,"<=35","foot",3.4,"No independent",6.2,"Extraverted",4.1," NO Selfcontrol",7.9,"Anxious",0,"manufacture","MOE","HR","High Risk","Medium Risk","Medium Risk","High Risk"
"347",2.201232033,TRUE,"<=35","bus",2.6,"No independent",6.2,"Extraverted",7.2,"Selfcontrol",6.3,"Anxious",1,"others","MOE","Others","High Risk","Medium Risk","Medium Risk","High Risk"
"348",40.3449692,FALSE,"<=35","foot",3.4,"No independent",6.2,"Extraverted",4.1," NO Selfcontrol",7.9,"Anxious",0,"manufacture","MOE","HR","High Risk","Medium Risk","Medium Risk","High Risk"
"349",40.37782341,FALSE,"<=35","foot",3.4,"No independent",6.2,"Extraverted",4.1," NO Selfcontrol",7.9,"Anxious",0,"manufacture","MOE","HR","High Risk","Medium Risk","Medium Risk","High Risk"
"350",11.23613963,TRUE,"<=35","bus",4.8,"Independent",3.8,"Introverted",6.4,"Selfcontrol",8.7,"Anxious",1,"IT","IT","IT","High Risk","High Risk","High Risk","High Risk"
"351",85.09240246,FALSE,"<=35","bus",4.8,"Independent",7.8,"Extraverted",6.4,"Selfcontrol",4.8," NO Anxious",0,"others","MOE","HR","Low Risk","Medium Risk","Medium Risk","Low Risk"
"352",9.823408624,TRUE,"<=35","bus",5.5,"Independent",4.6,"Introverted",5.7," NO Selfcontrol",8.7,"Anxious",1,"others","MOE","Others","High Risk","Medium Risk","Medium Risk","High Risk"
"353",64.19712526,FALSE,"<=35","bus",6.2,"Independent",4.6,"Introverted",7.2,"Selfcontrol",5.6," NO Anxious",0,"IT","IT","IT","Low Risk","High Risk","High Risk","Low Risk"
"354",14.45585216,FALSE,"<=35","bus",4.8,"Independent",6.2,"Extraverted",6.4,"Selfcontrol",2.5," NO Anxious",0,"others","MOE","HR","Low Risk","Medium Risk","Medium Risk","Low Risk"
"355",21.15811088,TRUE,"<=35","bus",4.8,"Independent",6.2,"Extraverted",8,"Selfcontrol",4," NO Anxious",1,"Consult","BCA","Others","Low Risk","Low Risk","Low Risk","Low Risk"
"356",28.78028747,FALSE,"<=35","bus",2.6,"No independent",7,"Extraverted",7.2,"Selfcontrol",4.8," NO Anxious",0,"others","MOE","Others","Low Risk","Medium Risk","Medium Risk","Low Risk"
"357",155.1704312,TRUE,"<=35","car",3.4,"No independent",5.4,"Introverted",5.7," NO Selfcontrol",7.1,"Anxious",1,"others","MOE","HR","High Risk","Medium Risk","Medium Risk","High Risk"
"358",13.86447639,TRUE,"<=35","bus",2.6,"No independent",7,"Extraverted",7.2,"Selfcontrol",6.3,"Anxious",1,"IT","IT","HR","High Risk","Medium Risk","Medium Risk","High Risk"
"359",13.01026694,TRUE,"<=35","bus",6.2,"Independent",9.4,"Extraverted",3.3," NO Selfcontrol",2.5," NO Anxious",1,"Banks","BCA","HR","Low Risk","Medium Risk","Medium Risk","Low Risk"
"360",2.759753593,FALSE,"<=35","bus",5.5,"Independent",6.2,"Extraverted",3.3," NO Selfcontrol",6.3,"Anxious",0,"others","MOE","HR","High Risk","Medium Risk","Medium Risk","High Risk"
"361",2.825462012,FALSE,"<=35","bus",5.5,"Independent",7,"Extraverted",3.3," NO Selfcontrol",7.1,"Anxious",0,"others","MOE","HR","High Risk","Medium Risk","Medium Risk","High Risk"
"362",4.008213552,TRUE,"<=35","bus",8.4,"Independent",2.2,"Introverted",4.9," NO Selfcontrol",7.1,"Anxious",1,"others","MOE","HR","High Risk","Medium Risk","Medium Risk","High Risk"
"363",10.34907598,TRUE,">35","bus",7.6,"Independent",7,"Extraverted",2.6," NO Selfcontrol",5.6," NO Anxious",1,"Consult","BCA","Others","Low Risk","Low Risk","Low Risk","Low Risk"
"364",34.03696099,TRUE,"<=35","car",4.8,"Independent",7.8,"Extraverted",3.3," NO Selfcontrol",5.6," NO Anxious",1,"others","MOE","HR","Low Risk","Medium Risk","Medium Risk","Low Risk"
"365",34.03696099,TRUE,"<=35","car",4.1,"Independent",10,"Extraverted",1.8," NO Selfcontrol",6.3,"Anxious",1,"others","MOE","HR","High Risk","Medium Risk","Medium Risk","High Risk"
"366",11.95893224,TRUE,"<=35","foot",4.1,"Independent",6.2,"Extraverted",6.4,"Selfcontrol",5.6," NO Anxious",1,"others","MOE","HR","Low Risk","Medium Risk","Medium Risk","Low Risk"
"367",164.5667351,FALSE,"<=35","car",4.8,"Independent",3.8,"Introverted",4.9," NO Selfcontrol",6.3,"Anxious",0,"others","MOE","Others","High Risk","Medium Risk","Medium Risk","High Risk"
"368",32.95277207,TRUE,"<=35","foot",4.1,"Independent",2.2,"Introverted",6.4,"Selfcontrol",9.4,"Anxious",1,"Consult","BCA","HR","High Risk","Medium Risk","Medium Risk","High Risk"
"369",5.32238193,TRUE,"<=35","bus",3.4,"No independent",5.4,"Introverted",8,"Selfcontrol",6.3,"Anxious",1,"Banks","BCA","HR","High Risk","Medium Risk","Medium Risk","High Risk"
"370",40.3449692,TRUE,"<=35","bus",6.2,"Independent",5.4,"Introverted",3.3," NO Selfcontrol",4," NO Anxious",1,"Banks","BCA","IT","Low Risk","Medium Risk","Medium Risk","Low Risk"
"371",34.23408624,FALSE,"<=35","bus",6.9,"Independent",8.6,"Extraverted",4.9," NO Selfcontrol",1.7," NO Anxious",0,"IT","IT","HR","Low Risk","Medium Risk","Medium Risk","Low Risk"
"372",96,TRUE,"<=35","bus",2.6,"No independent",4.6,"Introverted",6.4,"Selfcontrol",10,"Anxious",1,"others","MOE","IT","High Risk","Medium Risk","Medium Risk","High Risk"
"373",7.030800821,TRUE,"<=35","foot",6.2,"Independent",5.4,"Introverted",4.9," NO Selfcontrol",4," NO Anxious",1,"others","MOE","Others","Low Risk","Medium Risk","Medium Risk","Low Risk"
"374",26.94045175,TRUE,"<=35","bus",5.5,"Independent",3,"Introverted",7.2,"Selfcontrol",5.6," NO Anxious",1,"others","MOE","Others","Low Risk","Medium Risk","Medium Risk","Low Risk"
"375",115.5482546,FALSE,"<=35","bus",6.2,"Independent",7,"Extraverted",5.7," NO Selfcontrol",2.5," NO Anxious",0,"others","MOE","HR","Low Risk","Medium Risk","Medium Risk","Low Risk"
"376",28.58316222,TRUE,"<=35","bus",9.1,"Independent",7,"Extraverted",1.8," NO Selfcontrol",4.8," NO Anxious",1,"Consult","BCA","HR","Low Risk","Medium Risk","Medium Risk","Low Risk"
"377",26.31622177,TRUE,"<=35","bus",4.1,"Independent",5.4,"Introverted",2.6," NO Selfcontrol",7.9,"Anxious",1,"others","MOE","Others","High Risk","Medium Risk","Medium Risk","High Risk"
"378",29.27310062,FALSE,"<=35","bus",4.8,"Independent",5.4,"Introverted",5.7," NO Selfcontrol",4," NO Anxious",0,"others","MOE","HR","Low Risk","Medium Risk","Medium Risk","Low Risk"
"379",57.82340862,TRUE,"<=35","car",5.5,"Independent",7,"Extraverted",4.1," NO Selfcontrol",6.3,"Anxious",1,"others","MOE","Others","High Risk","Medium Risk","Medium Risk","High Risk"
"380",133.9137577,TRUE,"<=35","car",3.4,"No independent",6.2,"Extraverted",5.7," NO Selfcontrol",7.1,"Anxious",1,"manufacture","MOE","Others","High Risk","Medium Risk","Medium Risk","High Risk"
"381",133.9137577,TRUE,"<=35","car",6.9,"Independent",4.6,"Introverted",5.7," NO Selfcontrol",7.1,"Anxious",1,"manufacture","MOE","Others","High Risk","Medium Risk","Medium Risk","High Risk"
"382",39.72073922,FALSE,"<=35","bus",6.2,"Independent",6.2,"Extraverted",4.1," NO Selfcontrol",2.5," NO Anxious",0,"Banks","BCA","HR","Low Risk","Medium Risk","Medium Risk","Low Risk"
"383",38.01232033,FALSE,"<=35","bus",1.9,"No independent",7.8,"Extraverted",3.3," NO Selfcontrol",4," NO Anxious",0,"manufacture","MOE","HR","Low Risk","Medium Risk","Medium Risk","Low Risk"
"384",27.40041068,FALSE,">35","car",5.5,"Independent",4.6,"Introverted",6.4,"Selfcontrol",4," NO Anxious",0,"others","MOE","Others","Low Risk","Medium Risk","Medium Risk","Low Risk"
"385",25.42915811,TRUE,"<=35","bus",4.8,"Independent",6.2,"Extraverted",3.3," NO Selfcontrol",7.1,"Anxious",1,"Consult","BCA","HR","High Risk","Medium Risk","Medium Risk","High Risk"
"386",32.52566735,TRUE,">35","bus",6.2,"Independent",6.2,"Extraverted",6.4,"Selfcontrol",3.3," NO Anxious",1,"others","MOE","HR","Low Risk","Medium Risk","Medium Risk","Low Risk"
"387",23.2936345,FALSE,"<=35","car",6.2,"Independent",9.4,"Extraverted",4.1," NO Selfcontrol",4.8," NO Anxious",0,"IT","IT","IT","Low Risk","High Risk","High Risk","Low Risk"
"388",23.2936345,FALSE,"<=35","car",6.2,"Independent",7,"Extraverted",5.7," NO Selfcontrol",4.8," NO Anxious",0,"IT","IT","IT","Low Risk","High Risk","High Risk","Low Risk"
"389",49.28131417,FALSE,"<=35","car",6.2,"Independent",7.8,"Extraverted",6.4,"Selfcontrol",7.9,"Anxious",0,"others","MOE","HR","High Risk","Medium Risk","Medium Risk","High Risk"
"390",49.28131417,FALSE,"<=35","car",3.4,"No independent",3.8,"Introverted",5.7," NO Selfcontrol",8.7,"Anxious",0,"others","MOE","HR","High Risk","Medium Risk","Medium Risk","High Risk"
"391",18.1026694,TRUE,">35","bus",6.9,"Independent",3,"Introverted",4.1," NO Selfcontrol",7.9,"Anxious",1,"others","MOE","HR","Low Risk","Medium Risk","Medium Risk","Low Risk"
"392",8.180698152,TRUE,"<=35","foot",5.5,"Independent",7,"Extraverted",4.9," NO Selfcontrol",4.8," NO Anxious",1,"IT","IT","HR","Low Risk","Medium Risk","Medium Risk","Low Risk"
"393",42.48049281,TRUE,">35","bus",6.9,"Independent",3,"Introverted",6.4,"Selfcontrol",5.6," NO Anxious",1,"Consult","BCA","HR","Low Risk","Medium Risk","Medium Risk","Low Risk"
